inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf75-684,757.0,1541.347,3000,8102.347,6.936137990993219,1.117299864010049
ruf75-351,567.0,1942.426,3000,13633.426,7.298861438538058,0.7653496996355934
ruf75-922,899.0,918.97,3000,3645.97,6.3001176290424885,1.1512989457362364
ruf75-806,223.0,2592.306,3000,23571.306,7.710846390533278,0.5243836621805661
ruf75-537,920.0,857.826,3000,3017.826,6.21156678125674,1.1840111361966588
ruf75-737,761.0,1445.632,3000,7898.632,6.769092283546585,1.4000034283311191
ruf75-9,730.0,1654.979,3000,8944.979,7.0735615074449525,0.9238120195388456
ruf75-572,654.0,1654.74,3000,10996.74,6.958357087557782,1.281104285182618
ruf75-924,659.0,1746.607,3000,10953.607,7.130439388254989,0.9136748952385874
ruf75-248,979.0,657.2,3000,1224.2,6.006569807116391,1.0029576325505591
ruf75-364,935.0,870.842,3000,2625.842,6.223947205065237,1.2737481523274994
ruf75-821,980.0,595.974,3000,1135.974,5.914360086488163,0.9536841928676271
ruf75-804,435.0,2107.387,3000,17362.387,7.328542731217544,1.0251571114733753
ruf75-553,987.0,527.007,3000,878.007,5.764075755053237,1.0347424996258114
ruf75-475,987.0,458.219,3000,809.219,5.6583473395868005,0.8921819355576407
ruf75-975,1000.0,246.923,3000,246.923,5.120809197959772,0.6763919940209179
ruf75-638,775.0,1558.754,3000,7633.754,6.967440386082085,1.0558266259698017
ruf75-551,655.0,1721.75,3000,11036.75,7.0471277934422245,1.152097107798891
ruf75-10,852.0,1244.17,3000,5240.17,6.657457219795333,1.2004944026736715
ruf75-300,965.0,825.182,3000,1770.182,6.269046657078021,1.0196734997197212
ruf75-225,685.0,1550.008,3000,10055.008,6.853150168752908,1.336861333272218
ruf75-493,964.0,649.2,3000,1621.2,5.934003521763668,1.0961142261963974
ruf75-593,750.0,1669.587,3000,8419.587,7.096199306244815,0.9180449881237692
ruf75-53,552.0,2046.337,3000,14142.337,7.356849965450077,0.8178841006204179
ruf75-60,746.0,1585.809,3000,8443.809,7.016736144453577,0.9589585478179468
